age,annual_income_lakhs,is_married,has_children,num_dependents,monthly_charges,is_prepaid,tenure_months,total_charges,data_usage_gb,voice_minutes,sms_count,has_internet,has_ott_bundle,payment_delays_last_6m,prefers_regional_support,support_calls_last_month,network_satisfaction,price_satisfaction,overall_satisfaction,competitor_offers_received,price_sensitivity_score,is_festival_season,monsoon_impact,charge_per_month,service_bundle_score,gender_Female,gender_Male,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3,profession_Business Owner,profession_Farmer,profession_Freelancer,profession_Government Employee,profession_Homemaker,profession_IT Professional,profession_Others,profession_Private Employee,profession_Retired,profession_Student,operator_Airtel,operator_BSNL,operator_Jio,operator_Others,operator_Vi,plan_type_Basic,plan_type_Enterprise,plan_type_Premium,plan_type_Standard,payment_method_Cash,payment_method_Credit Card,payment_method_Debit Card,payment_method_Digital Wallet,payment_method_Net Banking,payment_method_UPI,primary_language_Bengali,primary_language_English,primary_language_Gujarati,primary_language_Hindi,primary_language_Marathi,primary_language_Others,primary_language_Punjabi,primary_language_Tamil,primary_language_Telugu,tenure_group_Long,tenure_group_Medium,tenure_group_Short
0.4298466590584152,-0.12823544942630688,1.0223448227001264,-0.6432422585655609,-0.9068855441305591,0.603836877901103,0.4148935256693349,-0.9350577899797313,-0.5773181542401249,0.730200445300355,-1.0254952161645559,-0.7290724242477548,0.23261778313106754,-1.2230454882067805,0.7209055948819162,-1.052218778971364,-0.8930273714690206,-0.8614198630098804,-0.17163480047866395,-1.2114698984488943,-1.4587326049002292,1.2077575330042905,1.9934758581828236,-0.2852357328158137,0.603836877901103,-1.0156431116803617,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4298466590584152,-0.5505454780163271,1.0223448227001264,1.5546242285605016,1.3824036044139465,-0.06061006431846093,0.4148935256693349,-0.7661228110326438,-0.4957344736146883,-0.8385895738996265,-0.696357609632122,-0.27571840235949974,0.23261778313106754,0.8176310772105394,-0.7019343950166028,-1.052218778971364,0.2224600661261157,-0.5128281737354462,1.220267423909033,-0.863508251330329,0.8710681102311405,0.5113569785537112,1.9934758581828236,-0.2852357328158137,-0.06061006431846093,0.83772023080205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9719142950733198,0.4316988901567368,-0.978143555673211,-0.6432422585655609,-0.9068855441305591,0.39707544270891243,0.4148935256693349,-0.822434470681673,-0.48475461447668095,-1.0762850313541692,3.6112308158611053,1.5754771870175415,0.23261778313106754,-1.2230454882067805,3.5665855746789545,0.9503726981356364,0.2224600661261157,1.5787219619111585,-0.17163480047866395,-0.1675849570931985,-0.8762824261173867,1.5559578102295801,-0.5016363734204244,-0.2852357328158137,0.39707544270891243,-1.0156431116803617,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3177591831451768,0.3381143586814808,1.0223448227001264,-0.6432422585655609,-0.9068855441305591,-0.23324582574106667,0.4148935256693349,1.1484736170343472,0.4610437972111898,0.06465316442763558,3.3026643097369486,-0.5023954133036272,0.23261778313106754,-1.2230454882067805,-0.7019343950166028,0.9503726981356364,-0.8930273714690206,-1.2100115522843145,0.5243163117151844,0.528338337143932,-0.29383224733454427,-0.5332438531221577,-0.5016363734204244,-0.2852357328158137,-0.23324582574106667,-1.0156431116803617,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.05604373795661918,-0.9012908648899751,1.0223448227001264,-0.6432422585655609,-0.9068855441305591,-0.8013379243759204,0.4148935256693349,-0.42825285313846895,-0.5340641636964595,-0.45827684197235824,-1.0254952161645559,1.5376976851935202,0.23261778313106754,-1.2230454882067805,-0.7019343950166028,-1.052218778971364,1.3379475037212518,0.8815385833622903,-1.2155614687694365,1.5722232784996277,-0.29383224733454427,-0.1850435758968681,-0.5016363734204244,-0.2852357328158137,-0.8013379243759204,-1.0156431116803617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2522664858996668,-0.721986048281922,-0.978143555673211,-0.6432422585655609,1.3824036044139465,-0.5584434228394635,0.4148935256693349,-0.7661228110326438,-0.5617467176444053,0.3974268048639953,0.5996217160893361,-0.2379389005354785,-4.298897472668949,0.8176310772105394,-0.7019343950166028,-1.052218778971364,1.3379475037212518,-0.5128281737354462,-1.2155614687694365,-1.5594315455674597,0.2886179314482981,0.8595572557790008,-0.5016363734204244,-0.2852357328158137,-0.5584434228394635,-1.0156431116803617,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6167481196093132,0.08331277718582626,1.0223448227001264,1.5546242285605016,0.23775903014169367,0.26258014020525444,0.4148935256693349,-0.822434470681673,-0.498130079244799,-0.3156595674996327,-0.28493560146657976,1.5376976851935202,0.23261778313106754,0.8176310772105394,0.7209055948819162,0.9503726981356364,1.3379475037212518,-1.5586032415587485,-0.17163480047866395,-1.5594315455674597,-0.29383224733454427,-0.8814441303474474,-0.5016363734204244,-0.2852357328158137,0.26258014020525444,0.83772023080205,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5046606436960748,0.8005320436180392,-0.978143555673211,-0.6432422585655609,-0.9068855441305591,-0.26134932178660714,-2.410256940950649,-0.09038289524429403,-0.18776606094379084,2.5842250134457876,1.2332116086642713,0.36653312864886145,-4.298897472668949,0.8176310772105394,-0.7019343950166028,-1.052218778971364,-0.8930273714690206,0.8815385833622903,-0.8675859126725124,0.18037669002536674,1.4535182890139828,-1.5778446847980268,-0.5016363734204244,-0.2852357328158137,-0.26134932178660714,-1.0156431116803617,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3457172161751159,1.2629497285545979,-0.978143555673211,-0.6432422585655609,-0.9068855441305591,1.372668234004103,0.4148935256693349,-0.7661228110326438,-0.3056830936259063,-0.17304229302690707,-1.0254952161645559,1.4621386815454778,0.23261778313106754,0.8176310772105394,-0.7019343950166028,-1.052218778971364,-0.8930273714690206,-1.5586032415587485,0.5243163117151844,-0.863508251330329,0.2886179314482981,1.2077575330042905,-0.5016363734204244,-0.2852357328158137,1.372668234004103,0.83772023080205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5981113739715238,-0.06217578014965569,-0.978143555673211,-0.6432422585655609,-0.9068855441305591,-0.2834306401081032,0.4148935256693349,-0.5408761724365272,-0.41667948782103525,0.15973134740945263,2.2165102081799173,1.386579677897435,0.23261778313106754,0.8176310772105394,-0.7019343950166028,-1.052218778971364,-0.8930273714690206,-1.5586032415587485,-0.8675859126725124,-1.2114698984488943,0.8710681102311405,-0.8814441303474474,1.9934758581828236,-0.2852357328158137,-0.2834306401081032,0.83772023080205,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
